,text
600,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?"
601,"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am"
602,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.
603,@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...
604,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting."
605,@AmericanAir cut it. Put me on a flt tomorrow.
606,@AmericanAir can you help me with a reservation? cant get through on the phone
607,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn
608,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.
609,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.
610,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.
611,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though."
612,@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...
613,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!
614,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced."
615,@AmericanAir hey there me again from yesterday im still on hold
616,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.
617,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!
618,@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare
619,"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great"
620,"@AmericanAir no hold times, just disconnections.   There is no excuse for that"
621,@AmericanAir I've been trying for 4 hours to get hold of someone.
622,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26"
623,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?
624,@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working
625,@AmericanAir we've been on hold for hours.
626,"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason"
627,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards"
628,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?
