,text
2464,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat? web clothing bag bag telephone baggage apparel floor table table baggage internet bag"
2465,@JetBlue the TV. Wifi was spotty. It's just a nice feature for a X country flight. Still won't keep us away #lovejetblue telephone internet world_wide_web bag bag communication baggage clothing web table table baggage error
2466,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :( reservation web seat clothing message bag apparel bag floor floor solution answer customer
2467,@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue communication support reply aid booking service support service answer call error service engagement
2468,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue communication support aid error reply service support service message bag booking answer call
2469,"@JetBlue we are delayed, until he arrives talk talk speak support hang on-line lost address hang call e-mail address call"
2470,@JetBlue @EllaHenderson the highlight of being delayed #freeconcert class message avail class network class talk talk speak error solution bag cry
2471,"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed. web message clothing communication bag apparel bag floor customer error class network class"
2472,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay. communication support reply aid booking error message service support service answer call agent
2473,@JetBlue why are we delayed :( flight 1601 booking overhaul communication support reply aid service support service answer call service engagement
2474,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts. communication reply support aid answer call booking error service support service service engagement
2475,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane. internet world_wide_web bag bag table table telephone baggage baggage clothing bag call desk"
2476,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly telephone internet world_wide_web bag bag baggage table table baggage clothing bag call desk"
2477,@JetBlue 117 days maybe. bag class message avail class network class error solution cry answer communication support
2478,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers aid communication support support service reply service service error booking answer call service
2479,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue message class fee class network class web staff avail bag support clothing error
2480,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol communication error support reply aid booking message service support service answer call service"
2481,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection web clothing customer bag apparel bag floor message support hang on-line lost address
2482,@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500 bag bag clothing web_site table table telephone baggage baggage apparel floor earphone web
2483,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC. communication message booking support reply aid error bag service support service answer call
2484,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect communication web message error support reply aid booking class network class bag service
2485,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation. communication support reply aid error booking service support service answer call service engagement
2486,@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer web clothing bag bag agent apparel floor table table telephone baggage baggage customer
2487,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail web clothing customer bag apparel bag floor agent table table telephone baggage baggage
2488,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund customer web agent aid service clothing communication support support service bag apparel bag
2489,@USAirways thanks for making me miss my meeting in Dallas. 700 dollars down the toilet 😊 aid error communication support support service reply service service message booking answer call
2490,@USAirways I have two tight connections in #Charlotte and #Frankfurt customer web agent clothing bag apparel bag floor table table telephone baggage baggage
2491,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr! fee support web clothing bag bag customer table table telephone baggage baggage apparel"
2492,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days. message communication error class support reply aid bag class network class solution cry
2493,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS! message avail support class network class class web bag staff error solution cry
2494,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround message ticket solution cry answer error communication bag class network class password reservation
2495,"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy bag bag baggage clothing table table telephone baggage bag web_site communication earphone internet"
2496,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status message class network class class bag solution cry answer support avail error communication
2497,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing. web reservation floor message communication seat error class network class support reply aid
2498,"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight. communication class network class message web error support reply aid staff booking clothing"
2499,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United bag communication booking support reply aid error message service support service answer call"
2500,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies web message clothing error communication class network class staff bag apparel bag floor
2501,"@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact, but you should anticipate. web message communication clothing error support reply aid booking class network class bag"
2502,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt communication support aid error reply service support service booking answer call service engagement
2503,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS error communication message support reply aid booking service support service answer call solution
2504,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver? communication support aid booking reply service support service answer call error service engagement"
2505,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU error communication booking support reply aid service support service answer call service engagement
2506,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating! message web bag communication error support reply aid class network class booking class
2507,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC??? telephone baggage floor bag bag clothing table table baggage web apparel internet bag
2508,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE. communication support reply aid error booking message service support service answer call electronic_mail"
2509,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets message staff class network class error communication reservation ticket solution cry answer support
2510,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags. web clothing bag bag telephone baggage customer apparel floor table table baggage agent
2511,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever. communication support aid reply service support service booking error service engagement services reservation
2512,"@USAirways nope, they just announced we're headed back to the gate. support talk talk speak bid call e-mail address call message class network class"
2513,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu reservation message web solution answer seat password reservation cry floor class network class
2514,@USAirways 5203 and we're just sitting 20 feet from an open gate support message solution cry answer password reservation chat fee class network class ticket
2515,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail error communication message support reply aid web bag class network class service support
2516,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail customer web message support error communication agent bag class network class support reply
2517,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail communication error support reply aid booking service support service answer call service engagement
2518,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am. message web solution answer bag class network class reservation reservation clothing cry password
2519,@USAirways can't get back lost time error communication dress support reply aid bid message service support booking service answer
2520,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired support hang on-line lost address hang message web support class network class bag
2521,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4) web communication bag bag clothing booking support reply aid error message table table
2522,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel communication clothing booking web support reply aid bag apparel bag floor error service
2523,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up? communication booking error support reply aid service support service answer call service engagement"
2524,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks. web message clothing e-mail customer answer bag apparel bag floor class network class"
2525,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable. communication error support aid reply booking service support service answer call service engagement"
2526,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell communication support aid error reply service support service message booking answer call service
2527,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys. bag bag clothing aid web communication support table table telephone baggage baggage apparel
2528,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously? reservation communication bag bag booking web support reply aid clothing web_site error table
2529,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola. error communication support reply aid booking service support service answer call message service
2530,@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never. communication error booking support reply aid message service support service answer call service
2531,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best web clothing bag bag telephone baggage apparel floor customer table table baggage agent
2532,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways. web message bag clothing class network class bag apparel bag floor customer error
2533,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed. web reservation bag bag clothing table table telephone baggage baggage seat apparel floor"
2534,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible communication booking support reply aid message error bag service support service answer call
2535,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs web customer clothing bag bag agent apparel floor table table telephone baggage baggage
2536,@USAirways and despite tailwind… Will still be Late Flight. ticket communication message booking support reply aid error service support service answer call
2537,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight web reservation seat communication message error support reply aid clothing booking class floor
2538,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight. communication booking error support reply aid service support service answer call message service"
2539,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold? web message error support hang on-line lost address hang communication class network class"
2540,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays support communication aid reply service support service booking answer call service engagement services
2541,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail message web error communication class network class bag reservation support reply aid support
2542,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news! class avail message error communication class network class support reply aid service support
2543,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05 communication error support reply aid booking service support service answer call service engagement
2544,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA) web message communication reservation error support reply aid class network class bag booking
2545,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls! support communication aid message class reply service support service error booking network class"
2546,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat web message communication support aid bag error reply service support service class network
2547,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time. communication support aid error reply booking service support service answer call service engagement
2548,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane error communication support reply aid booking service support service answer call message service
2549,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP web message clothing class network class communication solution answer bag apparel bag floor
2550,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on. communication support hang on-line lost address hang booking support reply aid error talk
2551,@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday. web clothing bag bag apparel floor customer table table telephone baggage baggage web_site
2552,@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time error communication support reply aid message booking class service support service answer call
2553,@USAirways you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there 10 minutes before. floor error clothing bag bag bag message web communication apparel table table telephone
2554,@USAirways 1-2! Rock hit the plane! In a delay now! Never an easy day with US Airways! Ya never fail to let me down! message communication class network class error cry support reply aid bag staff solution
2555,@USAirways I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today. aid communication support service support service reply error service customer message booking answer
2556,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility reply communication answer support aid booking call error web message service support service
2557,@USAirways delays due to refueling are out of your control? If that's true I never want to fly US Airways again communication error support reply aid message service support booking service answer call class
2558,@USAirways US 728/Feb 21. Arrive 7 hrs Late Flight; checked car seat missing. No replacement available. Has yet to arrive more than 24 hours Late Flightr. web bag bag clothing message bag baggage apparel floor customer communication table table
2559,@USAirways US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr. message bag communication support aid error service class network class reply support service
2560,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline message communication class network class staff error support reply aid class booking service"
2561,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen! error communication support aid reply service support service booking answer call service engagement
2562,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable web clothing bag bag aid telephone baggage customer table table baggage apparel floor
2563,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment. bag bag clothing web baggage apparel floor table table telephone baggage bag internet
2564,"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles. bag bag clothing baggage table table telephone baggage apparel floor web bag internet"
2565,"@USAirways US 728 Uh oh, no gate. Now truck will come to us. bag bag baggage support bag clothing table table telephone baggage internet call desk"
2566,"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment. message communication support aid error reply service support service cry class network class"
2567,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq communication booking support reply aid error service support service answer call message overhaul
2568,"@USAirways US 728 stated their issues as: plane not moving as cargo door open on plane. Umm, ok. A little strange. clothing bag bag apparel floor table table telephone baggage baggage internet bag call"
2569,@USAirways my flight is delayed so I missed my connecting flight. Stuck in Philadelphia over night and no hotel voucher? Thanks for nothing aid communication support support service reply service error booking service answer call service
2570,"@USAirways take a look at 1715. All F seats filled, so someone upgraded their friend instead of following rules. web clothing customer bag bag apparel floor agent table table telephone baggage baggage"
2571,@USAirways going to miss my connection due to another tarmac delay - on US5268 then 4050 - need a flight home today please! communication web floor clothing bag bag support reply aid telephone baggage error apparel
2572,"@USAirways what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac? error communication class message support reply aid network class booking service support service"
2573,@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy web avail reservation customer seat clothing class agent message floor bag apparel bag
2574,"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go. message web bag support class network class error solution cry answer class communication"
2575,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them. error communication support reply aid booking service support service answer call service engagement
2576,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need. communication support aid web clothing reply bag bag service support service booking telephone"
2577,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground! error communication support reply aid booking service support service answer call web service
2578,@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave. web customer clothing bag bag communication agent apparel floor error table table telephone
2579,@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX. error communication web support reply aid message web_site service support booking service answer
2580,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry communication support aid service reply support service booking error answer call service engagement
2581,@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information. bag message support class network class web error solution cry answer class communication
2582,@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time. error communication message support reply aid booking web service support service answer call
2583,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk. message web class network class solution answer support cry password reservation fee clothing"
2584,@USAirways don't worry. Used own initiative and arriving much earlier than you planned for me web communication message error booking support reply aid support hang on-line lost address
2585,"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight web aid clothing communication bag bag service support support service apparel floor customer"
2586,@USAirways now my rebooked connection is delayed. customer agent web clothing bag apparel bag floor talk talk speak table table
2587,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time error communication support reply aid message service support booking service answer call service"
2588,"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077 communication support reply aid booking error service support service answer call web clothing"
2589,"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever. clothing web apparel bag bag floor reservation table table telephone baggage baggage message"
2590,@USAirways : Premier provider of missed connections! #usairwaysfail agent customer clothing web bag apparel bag floor booking communication table table telephone
2591,@USAirways thanks for a subpar travel experience and it's not even over yet #stepitup error aid communication support support service reply service service booking answer call service
2592,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr communication support aid service reply error support service booking answer call service engagement
2593,@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip. support aid communication service support service reply booking service engagement services reservation service
2594,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class. communication support aid reply service support service booking error answer call service engagement
2595,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively? message class network class bag class avail error solution cry answer communication staff
2596,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight?? reservation web message class network class communication seat error bag support reply aid"
2597,@USAirways would have been nice to be offered in flight credit. Especially since I'm staring at empty overhead room. communication error class network class message support reply aid booking staff service support
2598,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever? web clothing staff floor bag seat reservation apparel bag floor customer class network
2599,@USAirways What is going on with flight 1826 from PHL to PHX? 10 mins to estimated departure nobody has board and no update. error communication message support reply aid booking web solution answer password service support
2600,@USAirways Seriously doubt that as I am still sitting inside at the gate. class support avail message class network class error solution bag cry answer communication
2601,"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer... aid communication solution message support service support service reply answer error service booking"
2602,@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer. aid support communication support service service service reply booking service engagement services reservation
2603,"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun communication message support aid error reply class network class bag service support service"
2604,"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap communication message error class network class support reply aid customer staff bag web"
2605,@USAirways here's to sitting on hold for 4 hrs flight Cancelled Flighted and they disconnect twice. #fend4urself #stranded #diverted communication clothing booking web support reply aid bag apparel bag floor error service
2606,"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain! reservation communication bag message web error support reply aid booking seat class class"
2607,@USAirways no my flight plans have been delayed until tuesday due to your computer crash web_site clothing bag bag error communication web table table telephone baggage baggage apparel
2608,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks! support hang on-line lost address hang message bag class network class call shout
2609,"@USAirways @AmericanAir ""ma'am the doors close 10 mins prior to departure"" ""but I was here 20 mins before?!?"" laughter from the 2 agents communication support aid message service support service reply error web clothing service engagement"
2610,@USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed. Cincy to Miami in 13 hrs! #fast message web reservation bag class network class error communication support reply aid solution
2611,"@USAirways First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable. support communication aid reply service support service booking error answer call service engagement"
2612,@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now.... communication support aid message web error reply service support service bag bag support
2613,@USAirways Discovered our flight was Cancelled Flightled yesterday at 3:30PM - @americanairlnes finally notified us our flight was Cancelled Flighted at 0316 AM talk talk speak message call e-mail address call communication error support reply aid
2614,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again. communication booking support reply aid error service support service answer call overhaul service
2615,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!! message class network class ticket communication support aid solution cry answer staff tag
2616,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down. web clothing bag apparel bag floor customer table table telephone baggage baggage agent"
2617,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight."" communication support reply aid error booking service support service answer call message service"
2618,@USAirways We take Late Flight to a whole new level! bag bag web_site clothing earphone table table telephone baggage baggage communication booking internet
2619,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline class communication staff support aid class network reply error service support service booking"
2620,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy baggage bag bag bag web communication message clothing error support reply aid customer"
2621,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you. support hang on-line lost address hang call shout service call help visit communication
2622,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait. communication support reply aid error message booking web service support service answer call
2623,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒 reservation seat web floor message clothing support hang on-line lost address hang bag
2624,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN web web_site communication bag bag clothing table table telephone baggage baggage error booking
2625,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long? customer web table aid desk message clothing communication table class network class bag
2626,@USAirways there's over 50 people in line and only one agent! staff class network class class customer message agent avail web clothing error solution
2627,@USAirways now U horrible people say you have no where for her to sleep? class network class message staff web support hang on-line lost address hang support
2628,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline bag message class network class error solution cry answer class communication support web
2629,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh message communication error solution answer support reply aid bag booking class network class
2630,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen... message communication error bag support reply aid class network class booking web service
2631,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever error communication support reply aid booking service support service answer call service engagement
2632,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!! error communication avail support reply aid support message class service support booking service"
2633,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no... error communication support reply aid booking service support service answer call message web"
2634,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours. communication support aid reply service support service error service engagement services message booking
2635,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail message bag cry communication error support reply aid chat booking solution answer class"
2636,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow communication error support reply aid booking service support service answer call service engagement
2637,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia communication support aid reply error service support service booking message web answer call
2638,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers customer web agent clothing service aid bag apparel bag floor support service support"
2639,"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members? communication engagement support aid support error message service services reply service support service"
2640,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am? error communication support reply aid booking message service support service answer call service
2641,@USAirways any update on this flight?It's more than three hours delayed. Thank you. message password communication solution answer booking support reply aid error reservation service support
2642,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight???????? support hang on-line lost address hang web communication message error call shout service
2643,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards message bag error communication class network class class support reply aid avail solution"
2644,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight. message cry communication error support reply aid chat solution answer booking web bag
2645,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail support message communication error solution answer support reply aid class network class cry"
2646,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed communication support reply aid service support booking service answer call service engagement services
2647,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO web communication message reservation error support reply aid booking bag clothing class network
2648,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando web customer clothing bag bag agent apparel floor table table telephone baggage baggage
2649,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope. avail error solution communication message answer class support reply aid booking reservation service
2650,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please??? answer answer support hang on-line lost address hang message bag class network class"
2651,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith message reservation class network class bag staff error communication solution cry answer class
2652,@USAirways been sitting at gate for over 25 min on us 728! What gives??? support message bag class network class error solution cry answer class communication fee
2653,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning error message communication class network class support support reply aid staff web service
2654,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really? communication support reply aid error service support booking service answer call service engagement
2655,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡 web clothing customer bag apparel bag floor agent table table telephone baggage baggage"
2656,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now. communication error support reply aid message class network class service support booking service
2657,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival. communication booking support reply aid error service support service answer call message class"
2658,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs... clothing bag apparel bag floor table table telephone baggage baggage web internet bag"
